GROUP,snapdate,인당 프로젝트수,인당 상시잔여이슈,이슈 처리일,Commit당 이슈발생,인당 이슈Inflow(발생),인당 이슈Outflow(해결),인당 코드 변경량,인당 개발산출물Outflow(해결),인당 Commit코드 변경량,인당 개발산출물 Burndown,개발산출물 처리율 (Outflow/Inflow),인당 개발산출물 상시잔여수,인당 개발산출물Inflow(발생),인당 이슈 Burndown,이슈 처리율(Outflow/Inflow),이슈 최초대응일,개발산출물 최초대응일,개발산출물 처리일,인당 개발산출물+Review Outflow,인당 Review수,인당 Reject수,Reject/Review율[리뷰관점],Commit당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected수(AI+Reviewer)[리뷰관점],인당 Rejected(AI+RV)/Commit율[리뷰관점],활성개발자수,이슈 활성개발자수,Code 활성개발자수,산출물 활성개발자수,이슈Inflow(발생),이슈Outflow(해결),Code Review수,Code Reject수,완료이슈 Reopen율,진성완료이슈 Reopen율,잔여이슈 Reopen율[내부],ShiftLeft Reopen율[내부],진성ShiftLeft Reopen율[내부],누적전체이슈 Reopen율[내부],누적진성전체이슈 Reopen율[내부],누적전체이슈 대비 잔여이슈Reopen율[내부],누적진성전체이슈 대비 잔여이슈Reopen율[내부],이슈 쏠림[내부],인라인 리뷰 코드수정비율[내부],인라인 개발자리뷰 코드수정비율[내부],인라인 정적분석 코드수정비율[내부],커밋당 인라인 리뷰 코드수정횟수[내부],커밋당 인라인 AI리뷰 코드수정횟수[내부],커밋당 인라인 개발자리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정횟수[내부],인라인 개발자+AI리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자+AI리뷰 코드수정or응답 횟수[내부],인라인 개발자리뷰 코드수정or응답 비율[내부],커밋당 인라인 개발자리뷰 코드수정or응답 횟수[내부],커밋당 인라인 AI리뷰 코드수정or응답 횟수[내부],평균 잔여이슈Age[내부],Commit 활성개발자수[내부],Review 활성개발자수[내부],코드 변경량(TOTAL LOC),이슈결함밀도(이슈Inflow/변경kLOC),Commit당 코드 변경량(LOC) [내부],코드 삽입율(Insert LOC/Total LOC) [내부],코드 삭제율(Delete LOC/Total LOC) [내부],코드 수정 밀도 (Total LOC / 개발산출물 Outflow) [내부],개발산출물 밀도 (개발산출물 Outflow/Total LOC*1000) [내부],개발산출물 Inflow [내부],개발산출물 Outflow [내부],이슈결함밀도2(이슈Inflow/변경kLOC)[내부],누적완료이슈 Reopen율[내부],누적진성완료이슈 Reopen율[내부],진성이슈Inflow(발생)[내부],진성이슈결함밀도(이슈Inflow/변경kLOC)[내부],인라인 AI리뷰 코드수정비율[내부],인라인 AI리뷰 코드수정or응답 비율[내부]
"PARTNER_TOTAL","2025-03-03","1","9.657","3.861","0.953","3.6","3.392","215.851","10.517","87.975","-2.472","141.204","58.232","18","0.378","87.243","0.926","0.744","38.689","4.232","3.407","0.06","1.757","0.055","0.084","8.13","699","371","567","628","486","424","1138","20","8.019","7.717","0","13.525","10.87","9.529","7.917","1.417","1.799","82","24.104","29.054","19.497","0.147","0","0.085","29.054","0.085","52.703","0.155","52.703","0.155","0","null","349","449","37558","10.397","94.37","69.83","30.17","123.14","8.12","216","305","11.149","11.242","9.464","331","6.723","null","null"
"PARTNER_TOTAL","2025-03-10","1","9.323","3.738","0.5","2.5","3.273","246.112","6.393","88.877","-3.179","325.455","57.638","3.235","-0.982","154.237","1.06","2.492","44.246","4.879","4.422","0.088","1.996","0.073","0.141","9.053","690","371","564","619","295","455","1353","27","15.385","9.967","0","15.385","11.438","11.257","9.222","1.668","2.2","82","17.419","22.523","4.545","0.046","0","0.043","22.523","0.043","45.946","0.087","45.946","0.087","0","null","354","455","41593","7.165","86.47","68.16","31.84","232.36","4.3","55","179","7.454","11.998","9.551","174","3.63","null","null"
"PARTNER_TOTAL","2025-03-17","1","9.145","4.692","0.643","2.551","3.052","217.855","4.182","99.215","3.438","35.798","57.765","8.862","-0.353","117.608","1.117","6.629","103.533","3.761","3.502","0.054","1.538","0.051","0.081","6.207","566","339","461","521","301","354","1040","16","16.667","15.166","0","14.986","13.107","12.167","10.151","1.696","2.3","81","20","24.848","12.698","0.172","0.034","0.087","26.389","0.121","64.352","0.295","56.97","0.2","0.096","null","311","381","34639","9.512","92.13","67.25","32.75","376.51","2.66","257","92","7.897","12.579","10.159","128","5.211","31.373","88.235"
"PARTNER_TOTAL","2025-03-24","1","8.942","4.954","0.722","2.911","2.543","245.747","1.474","89.845","19.091","4.255","60.761","34.632","0.186","91.62","0.741","1.649","62.857","3.823","3.832","0.089","2.324","0.179","0.305","24.768","535","342","429","492","358","328","1119","26","17.988","9.953","0","20.649","12.844","13.185","10.858","2.145","2.932","82","2.954","44.211","7.982","0.465","0.235","0.085","2.298","0.32","4.091","0.569","64.211","0.123","0.447","null","295","361","35879","7.804","91.76","65.14","34.86","1281.39","0.78","658","28","10.153","13.138","10.139","233","4.766","1.715","3.254"
"PARTNER_TOTAL","2025-03-31","1","9.184","6.022","0.423","2.322","2.62","227.263","12.875","94.714","2","69.128","61.079","8.054","-0.804","156.931","0.667","11.376","28.806","4.239","3.603","0.03","0.841","0.405","0.65","47.246","525","340","419","480","202","317","1070","9","23.659","24.631","0","20.915","18.182","14.124","11.891","1.759","2.455","82","4.33","36.765","7.923","0.882","0.342","0.066","2.837","0.408","10.395","1.495","61.765","0.111","1.384","null","284","348","34544","7.961","94.64","66.39","33.61","167.69","5.96","298","206","5.737","14.093","11.384","109","4.559","2.409","9.748"
"PARTNER_TOTAL","2025-04-07","1","9.396","4.788","0.8","3.107","2.768","223.553","15.6","103.98","-2.7","152.941","60.213","8.053","0.525","78.736","1.167","12.324","204.585","4.367","3.517","0.023","0.644","1.301","2.136","156.293","541","329","410","491","348","274","932","6","22.263","15.894","0","18.391","14.765","14.837","12.419","2.057","2.893","82","11.566","44.286","7.947","1.137","0.96","0.07","12.145","1.029","20.339","1.724","58.571","0.092","1.631","null","272","342","31521","9.327","88.29","65.86","34.14","134.71","7.42","153","234","10.535","14.688","11.655","206","5.504","11.537","19.616"
"PARTNER_TOTAL","2025-04-14","1","9.397","4.164","0.605","2.424","2.808","194.586","8.84","82.793","-0.048","100.913","59.365","9.955","-0.406","121.667","1.026","0.47","84.027","3.93","3.243","0.022","0.67","1.479","2.127","153.752","536","332","405","484","240","292","895","6","15.068","16.111","0","11.111","10.119","14.802","12.516","1.73","2.466","81","10.268","43.243","1.389","0.957","0.901","0.053","10.5","0.954","27.77","2.523","59.459","0.072","2.451","null","269","334","25880","10.24","77.72","67.98","32.02","117.1","8.54","219","221","8.362","14.715","11.952","141","6.105","10.055","27.339"
"PARTNER_TOTAL","2025-04-21","1","9.449","4.765","0.483","2.788","2.602","273.055","5.579","90.106","1.769","60.571","61.383","6.731","-0.029","101.379","0.85","5.763","49.094","4.526","4.255","0.111","2.603","1.635","3.018","170.594","524","319","406","482","290","294","1383","36","15.306","14.136","0","15.306","9.89","14.742","12.474","1.524","2.182","82","8.754","25.991","4.217","1.5","1.374","0.102","8.911","1.476","15.556","2.576","40.088","0.157","2.419","null","272","338","45054","6.304","92.13","65","35","425.04","2.35","175","106","8.177","14.755","12.097","175","3.696","8.497","14.96"
"PARTNER_TOTAL","2025-04-28","1","9.235","6.369","0.676","2.417","3.158","184.724","1.929","82.633","42.795","1.592","67.943","53","-0.569","129.496","0.697","1.087","46.111","3.314","3.265","0.022","0.659","1.18","1.738","121.313","521","316","400","477","278","360","911","6","18.889","16.019","0","17.614","15.196","15.19","12.859","1.363","1.991","82","7.176","21.569","4.496","0.912","0.795","0.025","7.692","0.82","20.837","2.221","33.333","0.038","2.182","null","269","332","24753","10.181","75.24","66.48","33.52","916.78","1.09","1696","27","7.965","15.071","12.358","158","6.908","7.541","20.701"
"PARTNER_TOTAL","2025-05-05","1","9.662","4.923","0.644","2.861","2.281","199.664","3.053","92.692","10.513","12.393","80.205","19.5","0.97","57.522","1.11","0.38","39.069","3.276","3.106","0.037","1.183","1.433","2.053","156.301","504","292","393","466","226","130","761","9","10","8.333","0","13.333","16.304","15.016","12.747","1.53","2.219","81","14.3","20","10.667","1.725","1.687","0.015","14.369","1.701","24.83","2.94","44","0.033","2.907","null","255","318","24359","8.847","88.9","71.88","28.12","419.98","2.38","468","58","9.203","14.935","12.252","184","6.507","14.333","24.708"
"PARTNER_TOTAL","2025-05-12","1","9.502","6.003","0.581","2.47","2.856","183.417","46.853","78.8","-20.146","254.473","80.348","32.947","-0.73","144.878","0.603","1.474","31.375","9.147","3.131","0.057","1.825","1.261","1.816","139.659","490","288","388","454","205","297","767","14","15.825","13.615","null","15.593","13.679","15.146","12.867","1.312","1.913","81","5.524","34.524","0.706","0.657","0.513","0.105","9.845","0.617","19.862","1.245","51.19","0.155","1.09","null","249","319","23294","10.174","80.05","70.54","29.46","14.62","68.39","626","1593","8.604","14.986","12.338","133","6.761","8.59","18.27"
"PARTNER_TOTAL","2025-05-19","1","9.491","5.903","0.547","2.892","2.745","220.297","11.179","82.814","57.295","11.044","90.871","128.818","0.093","95.911","0.832","16.799","209.457","4.726","3.754","0.017","0.455","1.333","2.239","123.448","541","349","396","459","269","258","1100","5","22.481","21.348","0","24.71","24.862","15.253","12.934","1.063","1.548","82","9.266","43.662","2.839","0.899","0.791","0.064","10.526","0.854","24.393","1.979","61.972","0.09","1.889","null","254","317","32604","8.849","81.92","67.73","32.27","104.17","9.6","2834","313","9.625","15.345","12.787","182","5.766","9.92","23.705"
"PARTNER_TOTAL","2025-05-26","1","8.397","3.581","0.711","3.385","2.774","214.098","20.909","85.023","-6.286","191.667","84.212","17.143","0.417","83.766","0.71","3.875","265.367","4.845","3.299","0.017","0.526","1.33","2","167.341","549","355","397","459","308","258","950","5","17.829","18.354","0","24.731","27.273","15.432","13.268","1.205","1.756","83","10.041","50","2.801","1.101","0.989","0.09","10.614","1.079","19.566","1.989","62.5","0.113","1.876","null","251","315","28261","9.182","77.85","71.09","28.91","61.44","16.28","240","460","10.121","15.458","13.024","194","5.803","9.903","18.791"
"PARTNER_TOTAL","2025-06-02","1","2.697","7.933","0.388","2.089","2.471","252.763","5.923","91.345","4.333","44.126","75.04","15.174","0.008","99.526","0.79","2.725","126.864","4.805","4.429","0.025","0.56","1.41","2.72","156.556","554","365","390","456","211","210","1249","7","14.762","9.917","0","29.796","35.443","15.423","13.195","1.18","1.73","89","7.72","15.294","10.076","1.081","0.981","0.024","7.588","1.006","15.43","2.045","31.765","0.051","1.994","null","243","315","38420","4.815","86.34","66.13","33.87","249.48","4.01","349","154","6.329","15.433","12.926","134","3.214","7.494","15.231"
"PARTNER_TOTAL","2025-06-09","1","2.896","6.27","0.754","2.373","2.554","180.61","7.105","83.261","4.966","48.387","74.072","21.462","-0.323","118.868","0.819","0","250.533","2.966","2.445","0","0","1.033","1.141","106.348","550","371","382","448","159","189","467","0","46.032","56.944","0","25.397","27.711","16.275","14.543","1.044","1.528","89","9.692","40","0","0.623","0.594","0.028","10.092","0.623","30.122","1.858","53.333","0.038","1.821","null","235","310","14810","14.483","88.15","72.85","27.15","109.7","9.12","279","135","5.974","16.389","14.515","113","9.115","9.745","29.853"
"PARTNER_TOTAL","2025-06-16","1","3.016","6.797","0.638","2.872","3.093","216.928","19.192","94.212","-14.167","674.324","74.006","9.25","-0.24","111.111","0.763","4.356","106.373","5.54","3.741","0.012","0.31","1.598","2.61","142.533","557","378","383","443","270","300","969","3","23.667","27.363","0","20.833","23.669","16.453","14.87","0.781","1.147","90","8.075","44.444","35.714","0.936","0.859","0.019","7.676","0.878","20.066","2.294","66.667","0.028","2.266","null","234","317","30153","6.832","93.35","63.72","36.28","60.43","16.55","74","499","12.01","16.732","15.131","157","4.228","7.54","19.893"
"PARTNER_TOTAL","2025-06-23","1","2.815","6.973","0.345","2.119","2.372","190.288","4.516","79.64","5.027","42.945","75.37","25.077","-0.743","157.042","0.539","0.08","68.907","3.916","3.479","0.052","1.507","1.38","2.124","129.785","481","288","379","437","142","223","929","14","17.937","19.672","29.167","19.811","19.091","16.693","15.254","0.765","1.137","89","10.637","10.714","4","1.17","1.157","0.007","10.712","1.165","19.254","2.093","32.143","0.022","2.071","null","231","312","26450","6.106","81.38","67.31","32.69","188.93","5.29","326","140","5.017","16.773","15.26","98","4.197","10.712","19.172"
"PARTNER_TOTAL","2025-06-30","1","2.564","8.608","0.475","2.549","2.609","193.111","7.462","87.356","12.72","23.373","77.567","25.938","-0.422","125.414","0.162","null","23.948","3.387","3.075","0.03","0.974","1.218","1.738","141.791","481","294","372","432","181","227","821","8","18.062","20.645","43.75","19.704","14.925","16.704","15.367","0.605","0.901","89","7.668","20.879","0.844","0.709","0.654","0.05","8.159","0.704","24.901","2.149","35.165","0.084","2.065","null","235","310","26070","10.107","83.83","66.41","33.59","268.76","3.72","415","97","6.893","16.816","15.447","124","6.943","7.798","24.61"
"PARTNER_TOTAL","2025-07-07","1","2.707","6.397","0.799","3.295","3.177","241.508","21.235","93.382","3.576","75.365","72.149","21.773","0.32","88.15","0.223","0.5","40.036","4.817","3.523","0.038","1.075","1.358","2.227","130.021","482","292","380","438","346","305","930","10","18.689","15.714","23.333","23.247","20.213","16.521","14.977","0.604","0.896","89","6.721","20","0","0.766","0.761","0.005","6.947","0.766","17.242","1.9","50","0.012","1.889","null","235","311","31879","12.61","91.87","63.06","36.94","88.31","11.32","479","361","11.942","16.749","15.201","238","8.203","6.92","17.173"
"PARTNER_TOTAL","2025-07-14","1","3.348","3.321","0.867","4.535","3.635","213.986","10.278","73.083","3.824","58.73","72.133","13.696","0.838","76.201","0.168","0.553","53.195","4.589","4.01","0.061","1.516","1.286","2.294","144.268","491","297","397","449","458","349","1187","18","17.765","18.103","33.333","18.73","19.431","16.705","15.304","1.079","1.586","90","11.629","27.451","2.128","0.908","0.872","0.027","12.21","0.898","24.941","1.835","68.627","0.067","1.768","null","250","330","31028","12.489","74.05","66.18","33.82","167.72","5.96","315","185","14.561","16.762","15.236","285","8.444","12.005","24.354"
"PARTNER_TOTAL","2025-07-21","1","3.292","4.704","0.739","3.268","4.206","233.667","34.667","76.234","142.128","13.051","80.725","277.174","-1.015","141.956","0.206","0.362","60.094","6.77","3.686","0.008","0.208","1.037","1.705","109.633","492","293","400","451","317","450","962","2","16.889","16.143","50","31.662","25.49","16.532","15.006","0.648","0.972","90","3.122","20.588","1.231","0.65","0.462","0.032","6.039","0.494","16.104","1.318","55.882","0.088","1.23","null","251","331","28741","10.108","83.79","64.9","35.1","34.54","28.95","6375","832","10.608","16.755","15.221","239","7.359","5.753","15.322"
"PARTNER_TOTAL","2025-07-28","1","3.267","4.61","0.446","2.87","2.865","277.318","9.591","85.259","5.094","56.417","96.635","20.778","0.075","96.591","0.213","0.229","134.346","5.378","4.745","0.032","0.673","1.218","2.557","132.735","499","300","406","451","264","255","1338","9","23.529","24.405","50","19.524","20.261","16.886","15.567","0.95","1.418","90","5.307","40.659","0.337","0.827","0.737","0.063","10.612","0.8","25.674","1.936","71.429","0.11","1.825","null","246","341","41875","5.791","88.91","68.47","31.53","198.46","5.04","374","211","7.477","16.912","15.483","184","4.227","9.984","24.719"
"PARTNER_TOTAL","2025-08-04","1","3.267","4.83","0.451","3.069","2.602","209.322","6.762","85.227","5.775","38.07","96.222","14.346","-0.068","103.62","0.236","0","87.937","4.188","3.795","0.017","0.442","1.302","2.141","152.413","495","296","407","450","221","229","1131","5","17.031","15.152","0","11.518","11.565","16.73","15.298","0.765","1.141","88","3.815","16.667","1.25","0.925","0.779","0.008","5.961","0.787","14.149","1.868","29.167","0.014","1.854","null","250","348","31189","5.787","79.56","66.39","33.61","219.64","4.55","373","142","6.049","16.918","15.456","170","4.216","5.923","14.095"
"PARTNER_TOTAL","2025-08-11","1","2.804","6.349","0.323","1.818","2.636","200.138","4.862","84.011","3.435","47.157","96.65","13","-0.976","186.429","0.202","0","89.404","3.858","3.454","0.046","1.335","1.279","1.965","145.355","497","300","404","446","140","261","974","13","16.858","14.439","0","24.268","24.157","16.851","15.402","0.674","1.011","89","8.034","27.273","5.625","0.675","0.626","0.028","8.146","0.654","24.552","1.972","65.909","0.067","1.905","null","249","349","29020","4.325","81.52","70.39","29.61","205.82","4.86","299","141","4.65","16.879","15.348","93","3.05","7.899","24.02"
"PARTNER_TOTAL","2025-08-18","1","2.595","6.777","0.33","2.135","2.391","189.124","4.714","85.049","2.424","55.307","97.163","9.944","-0.874","187.387","0.379","0.462","22.273","3.284","2.981","0.042","1.408","1.732","2.221","178.594","480","294","395","437","111","208","781","11","39.904","35.2","0","20.472","24.176","17.429","15.905","0.677","1.012","89","7.931","34","6.579","1.027","0.962","0.05","7.955","1.012","24.796","3.154","74","0.109","3.044","null","247","337","22884","6.009","87.34","68.97","31.03","231.15","4.33","179","99","4.277","17.424","15.805","84","4.151","7.649","24.217"
"PARTNER_TOTAL","2025-08-25","1","2.369","7.804","0.337","2.158","2.5","235.757","3.333","92.239","7.132","18.127","99.029","13.24","-0.643","149.39","0.298","0","48.75","3.914","3.804","0.051","1.332","1.152","1.892","121.914","491","295","399","444","164","245","1126","15","29.796","26.351","0","20.69","17.308","17.744","16.221","0.676","1.013","90","5.942","54.348","0.302","0.592","0.538","0.053","6.365","0.59","20.136","1.868","91.304","0.088","1.779","24.781","258","336","34892","5.703","89.24","67.14","32.86","581.53","1.72","331","60","5.677","17.679","16.039","106","4.012","5.859","19.387"
"PARTNER_TOTAL","2025-09-01","1","2.463","8.637","0.526","2.659","2.27","248.786","8.487","91.361","2.383","69.831","97.182","19.75","0.053","97.009","0.325","0","107.444","4.693","3.729","0.039","1.054","1.303","2.071","144.11","501","306","406","454","234","227","1044","11","31.278","26.875","0","17.391","11.864","17.976","16.271","0.801","1.187","91","7.48","24.39","6.702","0.63","0.551","0.023","7.566","0.573","23.861","1.808","70.732","0.065","1.743","23.786","255","340","34830","6.302","90.94","70.13","29.87","105.23","9.5","474","331","6.712","17.91","16.06","174","4.78","7.358","23.281"
"PARTNER_TOTAL","2025-09-08","1","2.66","6.093","0.532","2.44","2.657","163.242","5.379","80.556","15.05","20.58","99.496","44.588","-0.524","132.195","0.219","0","125.577","3.225","2.808","0.019","0.685","1.226","1.513","122.026","497","313","404","452","205","271","876","6","27.675","27.228","0","16.505","14.57","18.134","16.45","0.731","1.08","91","6.321","26.923","4.553","1.075","0.921","0.05","6.594","0.971","28.024","4.129","69.231","0.129","4","23.681","261","331","25629","8.525","80.09","66.94","33.06","164.29","6.09","758","156","6.781","18.103","16.301","159","6.379","6.334","27.498"
"PARTNER_TOTAL","2025-09-15","1","2.615","9.475","0.495","2.468","2.046","236.713","20.857","94.572","-1.235","109.445","99.557","27.792","0.064","96.121","0.225","0","21.118","5.734","3.576","0.042","1.176","1.482","2.249","141.546","503","313","411","457","232","223","1105","13","26.009","29.143","0","17.241","17.021","18.052","16.426","0.549","0.807","90","4.667","50","1.654","1.062","0.878","0.036","6.62","0.914","15.929","2.2","85.294","0.062","2.137","22.113","268","340","37164","6.539","93.61","66.07","33.93","50.91","19.64","667","730","7.389","18.246","16.613","168","4.749","6.39","15.56"
"PARTNER_TOTAL","2025-09-22","1","2.522","6.339","0.486","2.309","2.685","239.333","27.563","99.545","-8.51","189.677","100.393","20.217","-0.497","131.102","0.197","4.63","52.347","6.766","4.099","0.073","1.793","2.031","3.393","209.511","505","320","412","459","254","333","1283","23","21.021","19.196","4.167","16.165","14.063","18.006","16.377","0.434","0.638","90","10.412","58.904","16.489","3.579","1.564","0.082","7.266","1.645","24.118","5.461","78.082","0.108","5.353","18.971","276","342","39490","5.888","92.7","66.2","33.8","44.77","22.33","465","882","6.627","18.227","16.617","185","4.153","6.948","23.786"
"PARTNER_TOTAL","2025-09-29","1","2.526","5.044","0.406","2.11","2.471","250.912","21.804","99.057","-12.109","273.767","98.189","31.857","-0.297","119.431","0.241","0.409","168.144","7.597","3.931","0.026","0.669","1.783","3.049","190.788","514","324","415","463","211","252","1195","8","24.206","20.541","null","13.918","12.414","18.047","16.369","0.386","0.566","90","7.099","32.692","14.831","1.123","0.964","0.033","6.658","0.996","28.86","4.318","75","0.075","4.243","19.762","266","350","42906","3.846","94.72","68.65","31.35","35.14","28.46","446","1221","5.122","18.278","16.626","143","2.575","6.484","28.551"
"PARTNER_TOTAL","2025-10-06","1","2.378","5.108","0.358","1.608","1.806","197.695","23.955","98.456","-10.645","267.513","103.583","17.909","-0.095","109.244","0.093","null","41.127","4.383","2.662","0.017","0.635","0.988","1.108","98.787","512","323","414","463","119","130","788","5","16.923","11.458","0","20.952","18.519","18.085","16.373","0.48","0.703","89","3.738","42.308","2.158","0.545","0.467","0.033","4.001","0.5","11.236","1.404","73.077","0.057","1.347","20.817","268","350","27875","4.448","97.47","70.74","29.26","52.89","18.91","197","527","3.362","18.215","16.478","78","3.283","3.761","10.849"
"PARTNER_TOTAL","2025-10-13","1","2.618","7.433","0.554","2.081","1.967","200.475","12.727","103.701","-5.5","301.075","104.369","6.643","0.1","93.023","0.17","0","112.961","3.592","2.446","0.028","1.152","1.3","1.423","126.14","503","307","415","461","129","120","521","6","13.333","12.371","0","18.447","21.111","17.945","16.196","0.416","0.608","89","5.169","36.364","1.158","0.746","0.657","0.034","7.143","0.691","30.894","2.987","63.636","0.059","2.928","24.28","258","348","19847","7.633","101.26","68.67","31.33","70.88","14.11","93","280","5.406","18.154","16.414","105","5.316","6.858","30.575"
"PARTNER_TOTAL","2025-10-20","1","2.413","4.836","0.305","1.933","1.897","273.59","6.797","96","-1.157","128.319","100.531","8.921","0.069","94.828","0.236","0.2","92.32","5.483","4.353","0.019","0.442","1.06","1.936","101.311","506","307","413","459","174","165","1358","6","16.364","15.126","null","18.788","14.783","17.952","16.205","0.391","0.571","89","5.182","25","2.245","0.672","0.582","0.016","6.18","0.598","19.732","1.91","58.333","0.038","1.872","23.266","262","348","47331","4.542","100.49","71.08","28.92","108.81","9.19","339","435","5.18","18.144","16.404","106","2.715","6.053","19.472"
"PARTNER_TOTAL","2025-10-27","1","2.83","5.898","0.505","2.133","2.107","228.953","10.431","83.623","-0.618","108.571","101.326","15.806","0.131","92.188","0.353","0","98.156","5.23","3.742","0.034","0.902","1.008","1.567","102.45","513","323","422","464","256","236","1220","11","21.186","20.27","null","14.721","10","18.025","16.178","0.309","0.45","89","6.866","18","5.461","0.923","0.874","0.018","6.929","0.891","14.749","1.897","36","0.036","1.862","20.051","263","353","38922","7.476","87.86","69.35","30.65","73.16","13.67","490","532","5.936","18.395","16.621","151","3.931","6.843","14.584"
"PARTNER_TOTAL","2025-11-03","1","2.836","5.386","0.606","2.629","2.209","229.283","9.92","81.478","-1.886","129.333","102.509","17.763","0.522","74.54","0.249","0.149","104.393","6.356","4.009","0.034","0.842","0.896","1.479","107.153","517","322","420","472","326","243","1307","11","14.403","15.337","20","23.707","23.899","17.921","16.13","0.382","0.554","90","6.146","18.919","2.328","0.479","0.41","0.027","7.301","0.437","21.069","1.261","41.892","0.059","1.201","16.667","265","345","39666","8.786","83.16","73.84","26.16","45.44","22.01","675","873","8.296","18.354","16.648","155","4.878","7.019","20.564"
"PARTNER_TOTAL","2025-11-10","1","2.973","6.657","0.699","2.748","2.342","231.776","134.943","88.815","-99.925","428.729","79.615","69.344","0.158","92.183","0.279","0.155","103.132","56.139","3.755","0.061","1.614","0.896","1.442","101.444","514","342","416","459","371","342","1239","20","21.637","20.961","null","19.691","16.854","17.821","16.011","0.3","0.434","90","5.423","50.98","4.507","0.668","0.425","0.139","5.634","0.564","23.926","2.396","60.784","0.166","2.23","14.648","269","339","39402","8.857","84.92","78.22","21.78","2.07","482.89","4438","19027","9.384","18.38","16.708","232","5.812","4.362","22.892"
"PARTNER_TOTAL","2025-11-17","1","3.311","4.255","0.573","2.659","2.87","223.2","41.95","86.084","-26.4","317.854","43.142","34.179","-0.161","107.951","0.217","0.83","26.972","15.267","4.006","0.026","0.659","0.774","1.296","85.233","517","348","424","462","327","353","1366","9","15.014","13.127","null","14.024","8.19","18.295","16.442","0.364","0.527","90","5.096","46.875","3.547","0.673","0.43","0.027","6.423","0.457","24.073","1.712","68.75","0.039","1.673","15.79","277","355","40176","9.409","81.33","78.68","21.32","9.48","105.46","1333","4237","8.218","18.651","16.857","226","6.484","6.098","23.714"
"PARTNER_TOTAL","2025-11-24","1","2.791","4.536","0.593","3.109","2.699","262.974","27.385","78.936","-20.918","538.229","28.054","15.966","0.196","91.841","0.193","0.129","42.606","11.394","4.805","0.034","0.705","0.856","1.749","106.179","525","351","429","469","429","394","1701","12","16.244","14.074","0","15.686","12.346","18.071","16.137","0.248","0.358","91","6.501","48.276","6.052","0.389","0.337","0.021","6.543","0.358","21.271","1.163","62.069","0.027","1.137","17.098","282","370","50491","9.219","82.1","76.65","23.35","20.26","49.36","463","2492","9.463","18.585","16.774","295","5.892","6.214","20.95"
"PARTNER_TOTAL","2025-12-01","1","3.002","3.072","0.828","3.325","3.186","234.638","11.554","87.275","-4.918","195.652","24.454","14.567","0.309","88.845","0.295","0.01","36.896","5.947","3.979","0.052","1.312","0.979","1.548","108.653","590","355","500","536","502","446","1524","20","9.865","7.843","0","15.493","12.925","17.765","15.814","0.271","0.392","91","8.462","32.432","13.043","0.581","0.456","0.045","8.016","0.502","27.647","1.731","56.757","0.08","1.652","14.59","310","442","46693","10.601","89.45","76.5","23.5","54.61","18.31","437","855","10.331","18.272","16.433","300","6.757","7.457","26.98"
"PARTNER_TOTAL","2025-12-08","1","3.001","3.802","0.669","3.069","3.023","235.801","19.88","77.685","-2.969","118.921","27.487","46.606","-0.198","108.402","0.351","0.012","43.943","7.901","3.988","0.055","1.376","0.808","1.406","81.763","640","359","550","588","488","529","1671","23","14.178","11.816","0","18.975","16.763","17.654","15.691","0.277","0.401","91","4.648","27.835","9.289","0.397","0.274","0.036","4.081","0.311","16.608","1.265","63.918","0.084","1.181","14.117","338","466","50933","10.327","81.49","76.59","23.41","27.85","35.91","1538","1829","9.997","18.088","16.213","331","6.548","3.665","15.779"
"PARTNER_TOTAL","2025-12-15","1","3.195","2.968","0.732","3.686","3","245.109","6.878","86.133","-5.051","499.194","26.201","4.133","0.537","81.915","0.24","0.61","29.394","5.968","4.73","0.052","1.099","0.697","1.27","75.196","671","358","589","623","564","462","2001","22","13.853","12.618","0","16.239","15.821","17.403","15.452","0.327","0.471","91","10.754","17.895","22.25","0.383","0.221","0.045","8.76","0.266","38.378","1.166","37.895","0.095","1.071","13.889","363","499","56130","9.46","85.43","75.44","24.56","90.68","11.03","124","619","10.536","17.906","16.054","336","5.576","7.94","38.422"
"PARTNER_TOTAL","2025-12-22","1","3.369","3.346","1.04","3.055","3.102","214.765","3.032","82.504","4.273","36.731","33.209","15.758","0.21","91.566","0.313","0.755","55.361","3.948","3.607","0.061","1.691","0.795","1.162","79.438","679","366","592","627","498","456","1183","20","16.667","15.603","0","17.3","14.648","17.292","15.364","0.316","0.456","90","13.79","31.624","4.869","0.576","0.469","0.079","15.198","0.548","35.423","1.277","66.667","0.166","1.111","15.502","364","505","34792","12.603","87.42","73.9","26.1","182.16","5.49","520","191","10.954","17.843","16.032","290","7.43","13.977","33.1"
"PARTNER_TOTAL","2025-12-29","1","3.229","4.753","0.798","2.938","2.889","209.903","5.647","92.511","8.812","32.143","36.269","18.667","-0.344","116.623","0.33","0.167","36.222","4.763","4.076","0.04","0.969","0.48","0.693","59.683","659","346","588","622","379","442","1341","13","16.742","14.676","null","18.109","15.143","17.324","15.399","0.265","0.384","90","9.785","14.414","4.688","0.216","0.175","0.035","10.125","0.21","38.205","0.79","41.441","0.099","0.691","16.657","361","502","36733","8.916","90.48","75.23","24.77","127.55","7.84","896","288","10.598","17.827","16.014","227","4.873","9.563","37.78"
